date,sku,location,demand,promotion,price
2023-02-12,P0006,S004,36,0,30.67
2023-02-12,P0007,S004,108,0,31.2
2023-02-12,P0008,S004,40,0,86.32
2023-02-12,P0009,S004,4,0,76.17
2023-02-12,P0010,S004,92,0,25.44
2023-02-12,P0011,S004,144,0,69.27
2023-02-12,P0012,S004,105,0,107.0
2023-02-12,P0013,S004,69,1,13.96
2023-02-12,P0014,S004,17,0,140.09
2023-02-12,P0015,S004,28,1,76.74
2023-02-12,P0016,S004,43,1,94.38
2023-02-12,P0017,S004,172,0,128.74
2023-02-12,P0018,S004,40,1,126.55
2023-02-12,P0019,S004,134,0,67.67
2023-02-12,P0020,S004,51,1,107.25
2023-02-12,P0001,S005,77,1,8.94
2023-02-12,P0002,S005,52,1,28.11
2023-02-12,P0003,S005,31,1,20.03
2023-02-12,P0004,S005,67,0,6.55
2023-02-12,P0005,S005,63,1,10.81
2023-02-12,P0006,S005,64,0,52.81
2023-02-12,P0007,S005,40,0,59.78
2023-02-12,P0008,S005,76,0,55.09
2023-02-12,P0009,S005,78,0,89.63
2023-02-12,P0010,S005,76,0,55.33
2023-02-12,P0011,S005,15,0,55.94
2023-02-12,P0012,S005,39,0,119.06
2023-02-12,P0013,S005,118,1,75.28
2023-02-12,P0014,S005,65,0,151.32
2023-02-12,P0015,S005,90,1,38.59
2023-02-12,P0016,S005,41,1,21.5
2023-02-12,P0017,S005,26,0,26.07
2023-02-12,P0018,S005,90,1,20.29
2023-02-12,P0019,S005,36,0,120.42
2023-02-12,P0020,S005,50,1,20.75
2023-02-13,P0001,S001,72,1,52.97
2023-02-13,P0002,S001,166,0,80.72
2023-02-13,P0003,S001,225,1,67.08
2023-02-13,P0004,S001,53,0,88.03
2023-02-13,P0005,S001,96,1,46.53
2023-02-13,P0006,S001,42,1,27.04
2023-02-13,P0007,S001,86,1,20.28
2023-02-13,P0008,S001,36,0,36.07
2023-02-13,P0009,S001,188,1,87.55
2023-02-13,P0010,S001,40,0,101.1
2023-02-13,P0011,S001,26,1,113.73
2023-02-13,P0012,S001,77,0,73.19
2023-02-13,P0013,S001,10,0,21.48
2023-02-13,P0014,S001,77,0,71.41
2023-02-13,P0015,S001,33,1,10.2
2023-02-13,P0016,S001,146,1,37.9
2023-02-13,P0017,S001,30,0,17.83
2023-02-13,P0018,S001,49,0,51.02
2023-02-13,P0019,S001,38,1,83.32
2023-02-13,P0020,S001,18,0,94.95
2023-02-13,P0001,S002,68,1,65.61
2023-02-13,P0002,S002,48,0,25.13
2023-02-13,P0003,S002,111,1,79.98
2023-02-13,P0004,S002,76,0,37.16
2023-02-13,P0005,S002,69,1,71.15
2023-02-13,P0006,S002,144,1,64.15
2023-02-13,P0007,S002,54,1,18.42
2023-02-13,P0008,S002,55,0,23.31
2023-02-13,P0009,S002,57,1,43.21
2023-02-13,P0010,S002,79,0,83.31
2023-02-13,P0011,S002,76,1,70.75
2023-02-13,P0012,S002,92,0,64.61
2023-02-13,P0013,S002,88,0,20.38
2023-02-13,P0014,S002,37,0,95.38
2023-02-13,P0015,S002,127,1,68.31
2023-02-13,P0016,S002,136,1,79.48
2023-02-13,P0017,S002,10,0,15.04
2023-02-13,P0018,S002,83,0,25.33
2023-02-13,P0019,S002,118,1,84.11
2023-02-13,P0020,S002,26,0,101.61
2023-02-13,P0001,S003,17,1,9.83
2023-02-13,P0002,S003,68,0,50.71
2023-02-13,P0003,S003,94,1,75.79
2023-02-13,P0004,S003,60,0,18.19
2023-02-13,P0005,S003,37,1,16.37
2023-02-13,P0006,S003,52,1,28.34
2023-02-13,P0007,S003,159,1,15.65
2023-02-13,P0008,S003,99,0,122.99
2023-02-13,P0009,S003,108,1,44.2
2023-02-13,P0010,S003,63,0,32.86
2023-02-13,P0011,S003,60,1,81.74
2023-02-13,P0012,S003,37,0,80.89
2023-02-13,P0013,S003,49,0,57.92
2023-02-13,P0014,S003,71,0,82.0
2023-02-13,P0015,S003,69,1,70.96
2023-02-13,P0016,S003,76,1,88.94
2023-02-13,P0017,S003,25,0,100.06
2023-02-13,P0018,S003,21,0,108.89
2023-02-13,P0019,S003,90,1,50.86
2023-02-13,P0020,S003,87,0,76.05
2023-02-13,P0001,S004,49,1,7.34
2023-02-13,P0002,S004,70,0,19.4
2023-02-13,P0003,S004,51,1,96.06
2023-02-13,P0004,S004,90,0,49.5
2023-02-13,P0005,S004,138,1,74.49
2023-02-13,P0006,S004,71,1,26.64
2023-02-13,P0007,S004,83,1,25.91
2023-02-13,P0008,S004,61,0,89.3
2023-02-13,P0009,S004,101,1,94.13
2023-02-13,P0010,S004,44,0,20.22
2023-02-13,P0011,S004,168,1,62.46
2023-02-13,P0012,S004,27,0,80.31
2023-02-13,P0013,S004,62,0,16.31
2023-02-13,P0014,S004,35,0,136.13
2023-02-13,P0015,S004,36,1,74.86
2023-02-13,P0016,S004,35,1,81.16
2023-02-13,P0017,S004,101,0,89.27
2023-02-13,P0018,S004,17,0,121.76
2023-02-13,P0019,S004,173,1,59.71
2023-02-13,P0020,S004,35,0,118.52
2023-02-13,P0001,S005,63,1,8.51
2023-02-13,P0002,S005,68,0,35.81
2023-02-13,P0003,S005,52,1,24.6
2023-02-13,P0004,S005,27,0,5.9
2023-02-13,P0005,S005,85,1,13.29
2023-02-13,P0006,S005,132,1,55.85
2023-02-13,P0007,S005,105,1,75.22
2023-02-13,P0008,S005,55,0,53.95
2023-02-13,P0009,S005,125,1,88.8
2023-02-13,P0010,S005,46,0,44.63
2023-02-13,P0011,S005,101,1,69.82
2023-02-13,P0012,S005,17,0,102.66
2023-02-13,P0013,S005,105,0,76.13
2023-02-13,P0014,S005,42,0,154.13
2023-02-13,P0015,S005,134,1,50.42
2023-02-13,P0016,S005,38,1,26.83
2023-02-13,P0017,S005,6,0,26.43
2023-02-13,P0018,S005,103,0,22.33
2023-02-13,P0019,S005,25,1,103.18
2023-02-13,P0020,S005,34,0,24.59
2023-02-14,P0001,S001,56,1,56.16
2023-02-14,P0002,S001,228,1,74.3
2023-02-14,P0003,S001,101,1,50.52
2023-02-14,P0004,S001,37,0,91.95
2023-02-14,P0005,S001,32,0,46.44
2023-02-14,P0006,S001,5,0,30.2
2023-02-14,P0007,S001,72,0,21.59
2023-02-14,P0008,S001,27,0,34.72
2023-02-14,P0009,S001,128,1,93.69
2023-02-14,P0010,S001,54,0,112.52
2023-02-14,P0011,S001,17,0,129.08
2023-02-14,P0012,S001,56,0,67.59
2023-02-14,P0013,S001,18,1,20.97
2023-02-14,P0014,S001,105,0,70.72
2023-02-14,P0015,S001,32,1,11.35
2023-02-14,P0016,S001,119,0,39.33
2023-02-14,P0017,S001,40,1,13.93
2023-02-14,P0018,S001,18,0,42.46
2023-02-14,P0019,S001,29,1,80.12
2023-02-14,P0020,S001,36,0,102.78
2023-02-14,P0001,S002,89,1,58.99
2023-02-14,P0002,S002,47,1,23.64
2023-02-14,P0003,S002,67,1,58.24
2023-02-14,P0004,S002,90,0,39.07
2023-02-14,P0005,S002,85,0,80.61
2023-02-14,P0006,S002,118,0,74.35
2023-02-14,P0007,S002,41,0,23.36
2023-02-14,P0008,S002,124,0,25.25
2023-02-14,P0009,S002,86,1,53.98
2023-02-14,P0010,S002,100,0,84.95
2023-02-14,P0011,S002,34,0,79.12
2023-02-14,P0012,S002,57,0,60.19
2023-02-14,P0013,S002,42,1,17.12
2023-02-14,P0014,S002,101,0,114.66
2023-02-14,P0015,S002,154,1,69.73
2023-02-14,P0016,S002,103,0,86.42
2023-02-14,P0017,S002,26,1,14.46
2023-02-14,P0018,S002,74,0,25.84
2023-02-14,P0019,S002,165,1,96.47
2023-02-14,P0020,S002,59,0,115.84
2023-02-14,P0001,S003,43,1,12.45
2023-02-14,P0002,S003,62,1,41.79
2023-02-14,P0003,S003,89,1,65.79
2023-02-14,P0004,S003,84,0,19.88
2023-02-14,P0005,S003,15,0,15.75
2023-02-14,P0006,S003,40,0,28.84
2023-02-14,P0007,S003,88,0,15.77
2023-02-14,P0008,S003,116,0,117.24
2023-02-14,P0009,S003,67,1,38.97
2023-02-14,P0010,S003,56,0,33.72
2023-02-14,P0011,S003,75,0,115.41
2023-02-14,P0012,S003,29,0,78.38
2023-02-14,P0013,S003,75,1,63.78
2023-02-14,P0014,S003,109,0,93.47
2023-02-14,P0015,S003,131,1,97.27
2023-02-14,P0016,S003,68,0,86.51
2023-02-14,P0017,S003,50,1,99.04
2023-02-14,P0018,S003,48,0,115.62
2023-02-14,P0019,S003,121,1,53.47
2023-02-14,P0020,S003,186,0,101.91
2023-02-14,P0001,S004,95,1,9.89
2023-02-14,P0002,S004,69,1,13.77
2023-02-14,P0003,S004,62,1,106.83
2023-02-14,P0004,S004,42,0,43.87
2023-02-14,P0005,S004,105,0,75.28
2023-02-14,P0006,S004,65,0,34.34
2023-02-14,P0007,S004,62,0,25.27
2023-02-14,P0008,S004,67,0,95.92
2023-02-14,P0009,S004,145,1,121.06
2023-02-14,P0010,S004,65,0,20.78
2023-02-14,P0011,S004,124,0,65.31
2023-02-14,P0012,S004,29,0,89.69
2023-02-14,P0013,S004,156,1,18.37
2023-02-14,P0014,S004,41,0,147.4
2023-02-14,P0015,S004,27,1,63.7
2023-02-14,P0016,S004,35,0,96.08
2023-02-14,P0017,S004,144,1,95.45
2023-02-14,P0018,S004,24,0,125.19
2023-02-14,P0019,S004,174,1,67.69
2023-02-14,P0020,S004,24,0,112.98
2023-02-14,P0001,S005,96,1,9.43
2023-02-14,P0002,S005,87,1,32.29
2023-02-14,P0003,S005,36,1,20.45
2023-02-14,P0004,S005,88,0,7.08
2023-02-14,P0005,S005,61,0,12.91
2023-02-14,P0006,S005,86,0,54.15
2023-02-14,P0007,S005,77,0,68.81
2023-02-14,P0008,S005,66,0,59.2
2023-02-14,P0009,S005,112,1,79.1
2023-02-14,P0010,S005,89,0,57.91
2023-02-14,P0011,S005,27,0,58.93
2023-02-14,P0012,S005,27,0,112.83
2023-02-14,P0013,S005,125,1,68.93
2023-02-14,P0014,S005,35,0,128.2
2023-02-14,P0015,S005,120,1,45.71
2023-02-14,P0016,S005,36,0,25.34
2023-02-14,P0017,S005,67,1,27.28
2023-02-14,P0018,S005,65,0,18.58
2023-02-14,P0019,S005,39,1,109.58
2023-02-14,P0020,S005,9,0,19.89
2023-02-15,P0001,S001,44,0,62.71
2023-02-15,P0002,S001,184,1,72.01
2023-02-15,P0003,S001,220,0,77.9
2023-02-15,P0004,S001,42,0,80.14
2023-02-15,P0005,S001,100,1,53.63
2023-02-15,P0006,S001,60,0,34.44
2023-02-15,P0007,S001,46,0,19.52
2023-02-15,P0008,S001,24,0,30.89
2023-02-15,P0009,S001,175,0,112.91
2023-02-15,P0010,S001,26,0,100.63
2023-02-15,P0011,S001,29,0,143.16
2023-02-15,P0012,S001,59,0,68.4
2023-02-15,P0013,S001,44,0,29.03
2023-02-15,P0014,S001,97,1,54.44
2023-02-15,P0015,S001,34,0,12.8
2023-02-15,P0016,S001,120,1,39.4
2023-02-15,P0017,S001,69,0,20.77
2023-02-15,P0018,S001,77,0,56.51
2023-02-15,P0019,S001,67,1,82.23
2023-02-15,P0020,S001,64,0,120.93
2023-02-15,P0001,S002,68,0,72.96
2023-02-15,P0002,S002,44,1,23.13
2023-02-15,P0003,S002,69,0,65.87
2023-02-15,P0004,S002,62,0,35.22
2023-02-15,P0005,S002,62,1,73.75
2023-02-15,P0006,S002,76,0,58.34
2023-02-15,P0007,S002,39,0,23.15
2023-02-15,P0008,S002,62,0,23.93
2023-02-15,P0009,S002,58,0,51.33
2023-02-15,P0010,S002,84,0,80.38
2023-02-15,P0011,S002,55,0,81.85
2023-02-15,P0012,S002,49,0,61.3
2023-02-15,P0013,S002,45,0,18.3
2023-02-15,P0014,S002,50,1,95.36
2023-02-15,P0015,S002,130,0,76.64
2023-02-15,P0016,S002,97,1,66.92
2023-02-15,P0017,S002,43,0,16.41
2023-02-15,P0018,S002,63,0,22.36
2023-02-15,P0019,S002,136,1,79.45
2023-02-15,P0020,S002,33,0,110.23
2023-02-15,P0001,S003,18,0,11.85
2023-02-15,P0002,S003,69,1,45.75
2023-02-15,P0003,S003,36,0,64.77
2023-02-15,P0004,S003,82,0,23.05
2023-02-15,P0005,S003,33,1,15.28
2023-02-15,P0006,S003,31,0,30.88
2023-02-15,P0007,S003,47,0,14.25
2023-02-15,P0008,S003,102,0,124.22
2023-02-15,P0009,S003,52,0,43.65
2023-02-15,P0010,S003,87,0,34.01
2023-02-15,P0011,S003,45,0,102.9
2023-02-15,P0012,S003,37,0,85.38
2023-02-15,P0013,S003,74,0,70.7
2023-02-15,P0014,S003,112,1,79.57
2023-02-15,P0015,S003,71,0,94.0
2023-02-15,P0016,S003,59,1,79.35
2023-02-15,P0017,S003,55,0,107.11
2023-02-15,P0018,S003,30,0,101.89
2023-02-15,P0019,S003,109,1,54.17
2023-02-15,P0020,S003,130,0,87.33
2023-02-15,P0001,S004,79,0,9.9
2023-02-15,P0002,S004,98,1,18.28
2023-02-15,P0003,S004,54,0,129.34
2023-02-15,P0004,S004,129,0,59.31
2023-02-15,P0005,S004,155,1,69.01
2023-02-15,P0006,S004,67,0,32.78
2023-02-15,P0007,S004,87,0,26.29
2023-02-15,P0008,S004,30,0,83.03
2023-02-15,P0009,S004,147,0,121.86
2023-02-15,P0010,S004,114,0,27.31
2023-02-15,P0011,S004,148,0,66.58
2023-02-15,P0012,S004,79,0,114.57
2023-02-15,P0013,S004,120,0,22.02
2023-02-15,P0014,S004,49,1,120.09
2023-02-15,P0015,S004,17,0,73.3
2023-02-15,P0016,S004,66,1,102.51
2023-02-15,P0017,S004,102,0,99.66
2023-02-15,P0018,S004,31,0,129.85
2023-02-15,P0019,S004,189,1,66.37
2023-02-15,P0020,S004,42,0,109.93
2023-02-15,P0001,S005,64,0,10.12
2023-02-15,P0002,S005,65,1,33.63
2023-02-15,P0003,S005,28,0,22.32
2023-02-15,P0004,S005,106,0,7.48
2023-02-15,P0005,S005,67,1,13.11
2023-02-15,P0006,S005,75,0,55.11
2023-02-15,P0007,S005,56,0,74.45
2023-02-15,P0008,S005,75,0,52.25
2023-02-15,P0009,S005,91,0,88.66
2023-02-15,P0010,S005,38,0,43.14
2023-02-15,P0011,S005,68,0,73.17
2023-02-15,P0012,S005,42,0,114.2
2023-02-15,P0013,S005,51,0,59.77
2023-02-15,P0014,S005,72,1,155.48
2023-02-15,P0015,S005,88,0,46.03
2023-02-15,P0016,S005,14,1,23.0
2023-02-15,P0017,S005,25,0,26.0
2023-02-15,P0018,S005,78,0,19.48
2023-02-15,P0019,S005,32,1,100.37
2023-02-15,P0020,S005,18,0,22.99
2023-02-16,P0001,S001,124,1,58.95
2023-02-16,P0002,S001,128,0,72.36
2023-02-16,P0003,S001,129,0,55.19
2023-02-16,P0004,S001,8,0,76.66
2023-02-16,P0005,S001,92,1,45.89
2023-02-16,P0006,S001,40,1,28.57
2023-02-16,P0007,S001,53,0,21.11
2023-02-16,P0008,S001,99,0,45.49
2023-02-16,P0009,S001,115,0,94.95
2023-02-16,P0010,S001,58,1,96.56
2023-02-16,P0011,S001,57,1,113.92
2023-02-16,P0012,S001,37,0,69.52
2023-02-16,P0013,S001,17,0,24.64
2023-02-16,P0014,S001,112,1,64.22
2023-02-16,P0015,S001,20,0,12.67
2023-02-16,P0016,S001,75,0,34.09
2023-02-16,P0017,S001,10,0,16.31
2023-02-16,P0018,S001,25,0,46.2
2023-02-16,P0019,S001,55,0,104.88
2023-02-16,P0020,S001,49,0,102.65
2023-02-16,P0001,S002,35,1,50.61
2023-02-16,P0002,S002,39,0,25.56
2023-02-16,P0003,S002,53,0,62.01
2023-02-16,P0004,S002,129,0,44.24
2023-02-16,P0005,S002,56,1,60.42
2023-02-16,P0006,S002,198,1,70.48
2023-02-16,P0007,S002,37,0,22.97
2023-02-16,P0008,S002,55,0,23.26
2023-02-16,P0009,S002,67,0,55.88
2023-02-16,P0010,S002,51,1,60.11
2023-02-16,P0011,S002,62,1,79.51
2023-02-16,P0012,S002,37,0,55.44
2023-02-16,P0013,S002,62,0,19.56
2023-02-16,P0014,S002,128,1,124.05
2023-02-16,P0015,S002,196,0,82.4
2023-02-16,P0016,S002,112,0,84.11
2023-02-16,P0017,S002,34,0,15.05
2023-02-16,P0018,S002,106,0,28.81
2023-02-16,P0019,S002,80,0,83.17
2023-02-16,P0020,S002,31,0,103.65
2023-02-16,P0001,S003,38,1,10.89
2023-02-16,P0002,S003,70,0,46.04
2023-02-16,P0003,S003,29,0,69.75
2023-02-16,P0004,S003,68,0,18.76
2023-02-16,P0005,S003,84,1,19.67
2023-02-16,P0006,S003,33,1,26.49
2023-02-16,P0007,S003,77,0,15.15
2023-02-16,P0008,S003,113,0,116.38
2023-02-16,P0009,S003,86,0,49.52
2023-02-16,P0010,S003,130,1,38.92
2023-02-16,P0011,S003,45,1,81.21
2023-02-16,P0012,S003,47,0,80.04
2023-02-16,P0013,S003,86,0,66.29
2023-02-16,P0014,S003,99,1,80.33
2023-02-16,P0015,S003,51,0,82.84
2023-02-16,P0016,S003,38,0,77.19
2023-02-16,P0017,S003,35,0,109.9
2023-02-16,P0018,S003,27,0,100.62
2023-02-16,P0019,S003,102,0,58.87
2023-02-16,P0020,S003,94,0,66.64
2023-02-16,P0001,S004,100,1,8.39
2023-02-16,P0002,S004,47,0,17.8
2023-02-16,P0003,S004,25,0,108.72
2023-02-16,P0004,S004,39,0,40.99
2023-02-16,P0005,S004,151,1,77.83
2023-02-16,P0006,S004,103,1,33.3
2023-02-16,P0007,S004,86,0,29.06
2023-02-16,P0008,S004,50,0,89.81
2023-02-16,P0009,S004,120,0,124.88
2023-02-16,P0010,S004,53,1,18.78
2023-02-16,P0011,S004,95,1,50.23
2023-02-16,P0012,S004,31,0,90.63
2023-02-16,P0013,S004,73,0,18.86
2023-02-16,P0014,S004,33,1,114.42
2023-02-16,P0015,S004,36,0,83.79
2023-02-16,P0016,S004,25,0,97.1
2023-02-16,P0017,S004,28,0,67.94
2023-02-16,P0018,S004,24,0,118.9
2023-02-16,P0019,S004,80,0,57.03
2023-02-16,P0020,S004,22,0,106.61
2023-02-16,P0001,S005,139,1,12.91
2023-02-16,P0002,S005,18,0,30.86
2023-02-16,P0003,S005,31,0,25.1
2023-02-16,P0004,S005,83,0,7.31
2023-02-16,P0005,S005,158,1,16.49
2023-02-16,P0006,S005,126,1,55.3
2023-02-16,P0007,S005,109,0,80.94
2023-02-16,P0008,S005,56,0,48.67
2023-02-16,P0009,S005,98,0,86.17
2023-02-16,P0010,S005,78,1,49.92
2023-02-16,P0011,S005,40,1,58.85
2023-02-16,P0012,S005,22,0,105.26
2023-02-16,P0013,S005,101,0,67.68
2023-02-16,P0014,S005,42,1,131.14
2023-02-16,P0015,S005,38,0,42.39
2023-02-16,P0016,S005,45,0,29.19
2023-02-16,P0017,S005,21,0,26.9
2023-02-16,P0018,S005,121,0,23.67
2023-02-16,P0019,S005,26,0,114.99
2023-02-16,P0020,S005,25,0,23.69
2023-02-17,P0001,S001,21,0,51.27
2023-02-17,P0002,S001,124,1,57.2
2023-02-17,P0003,S001,146,1,54.68
2023-02-17,P0004,S001,48,0,91.02
2023-02-17,P0005,S001,30,0,41.4
2023-02-17,P0006,S001,52,0,33.32
2023-02-17,P0007,S001,101,0,25.08
2023-02-17,P0008,S001,30,0,33.33
2023-02-17,P0009,S001,123,0,92.28
2023-02-17,P0010,S001,25,0,100.14
2023-02-17,P0011,S001,20,0,130.64
2023-02-17,P0012,S001,109,1,72.83
2023-02-17,P0013,S001,27,0,24.39
2023-02-17,P0014,S001,46,0,63.51
2023-02-17,P0015,S001,44,1,11.22
2023-02-17,P0016,S001,92,1,30.01
2023-02-17,P0017,S001,33,0,17.08
2023-02-17,P0018,S001,129,0,60.28
2023-02-17,P0019,S001,37,0,97.75
2023-02-17,P0020,S001,35,1,81.74
2023-02-17,P0001,S002,100,0,81.63
2023-02-17,P0002,S002,50,1,22.53
2023-02-17,P0003,S002,126,1,69.95
2023-02-17,P0004,S002,33,0,29.83
2023-02-17,P0005,S002,41,0,79.84
2023-02-17,P0006,S002,107,0,64.6
2023-02-17,P0007,S002,63,0,22.89
2023-02-17,P0008,S002,109,0,25.37
2023-02-17,P0009,S002,79,0,58.49
2023-02-17,P0010,S002,71,0,80.84
2023-02-17,P0011,S002,64,0,80.41
2023-02-17,P0012,S002,90,1,64.0
2023-02-17,P0013,S002,103,0,23.72
2023-02-17,P0014,S002,66,0,107.2
2023-02-17,P0015,S002,218,1,77.27
2023-02-17,P0016,S002,75,1,78.23
2023-02-17,P0017,S002,19,0,16.5
2023-02-17,P0018,S002,163,0,35.87
2023-02-17,P0019,S002,44,0,76.47
2023-02-17,P0020,S002,53,1,94.44
2023-02-17,P0001,S003,15,0,11.12
2023-02-17,P0002,S003,116,1,50.64
2023-02-17,P0003,S003,59,1,70.37
2023-02-17,P0004,S003,108,0,22.59
2023-02-17,P0005,S003,16,0,15.05
2023-02-17,P0006,S003,38,0,30.15
2023-02-17,P0007,S003,105,0,15.79
2023-02-17,P0008,S003,134,0,130.4
2023-02-17,P0009,S003,68,0,44.04
2023-02-17,P0010,S003,85,0,37.53
2023-02-17,P0011,S003,40,0,100.75
2023-02-17,P0012,S003,39,1,77.12
2023-02-17,P0013,S003,62,0,57.77
2023-02-17,P0014,S003,87,0,91.61
2023-02-17,P0015,S003,89,1,75.12
2023-02-17,P0016,S003,64,1,70.98
2023-02-17,P0017,S003,28,0,91.32
2023-02-17,P0018,S003,56,0,125.57
2023-02-17,P0019,S003,65,0,49.12
2023-02-17,P0020,S003,167,1,77.54
2023-02-17,P0001,S004,124,0,12.05
2023-02-17,P0002,S004,34,1,12.66
2023-02-17,P0003,S004,62,1,112.54
2023-02-17,P0004,S004,66,0,50.59
2023-02-17,P0005,S004,93,0,72.51
2023-02-17,P0006,S004,54,0,31.23
2023-02-17,P0007,S004,51,0,23.04
2023-02-17,P0008,S004,25,0,81.19
2023-02-17,P0009,S004,93,0,114.67
2023-02-17,P0010,S004,57,0,21.33
2023-02-17,P0011,S004,124,0,65.36
2023-02-17,P0012,S004,36,1,82.88
2023-02-17,P0013,S004,70,0,17.73
2023-02-17,P0014,S004,35,0,136.34
2023-02-17,P0015,S004,29,1,76.83
2023-02-17,P0016,S004,47,1,100.9
2023-02-17,P0017,S004,102,0,94.36
2023-02-17,P0018,S004,35,0,139.02
2023-02-17,P0019,S004,74,0,55.83
2023-02-17,P0020,S004,58,1,97.36
2023-02-17,P0001,S005,56,0,9.3
2023-02-17,P0002,S005,77,1,35.14
2023-02-17,P0003,S005,29,1,18.85
2023-02-17,P0004,S005,86,0,7.77
2023-02-17,P0005,S005,71,0,14.86
2023-02-17,P0006,S005,54,0,50.97
2023-02-17,P0007,S005,83,0,74.1
2023-02-17,P0008,S005,65,0,53.22
2023-02-17,P0009,S005,47,0,84.07
2023-02-17,P0010,S005,60,0,52.23
2023-02-17,P0011,S005,58,0,63.44
2023-02-17,P0012,S005,53,1,100.4
2023-02-17,P0013,S005,64,0,69.6
2023-02-17,P0014,S005,26,0,136.92
2023-02-17,P0015,S005,58,1,39.13
2023-02-17,P0016,S005,41,1,25.69
2023-02-17,P0017,S005,41,0,30.86
2023-02-17,P0018,S005,90,0,21.43
2023-02-17,P0019,S005,26,0,108.96
2023-02-17,P0020,S005,52,1,22.29
2023-02-18,P0001,S001,58,0,66.2
2023-02-18,P0002,S001,142,0,71.68
2023-02-18,P0003,S001,85,1,39.93
2023-02-18,P0004,S001,44,0,89.61
2023-02-18,P0005,S001,81,0,55.93
2023-02-18,P0006,S001,17,0,27.32
2023-02-18,P0007,S001,48,1,15.58
2023-02-18,P0008,S001,35,0,32.25
2023-02-18,P0009,S001,130,0,94.56
2023-02-18,P0010,S001,54,1,95.13
2023-02-18,P0011,S001,25,0,126.83
2023-02-18,P0012,S001,121,1,70.22
2023-02-18,P0013,S001,40,0,25.7
2023-02-18,P0014,S001,69,0,62.46
2023-02-18,P0015,S001,28,0,11.25
2023-02-18,P0016,S001,106,0,39.84
2023-02-18,P0017,S001,34,0,18.09
2023-02-18,P0018,S001,83,1,46.2
2023-02-18,P0019,S001,60,0,101.78
2023-02-18,P0020,S001,26,0,98.34
2023-02-18,P0001,S002,96,0,84.67
2023-02-18,P0002,S002,10,0,21.36
2023-02-18,P0003,S002,47,1,63.78
2023-02-18,P0004,S002,95,0,41.82
2023-02-18,P0005,S002,45,0,73.05
2023-02-18,P0006,S002,116,0,70.12
2023-02-18,P0007,S002,18,1,18.94
2023-02-18,P0008,S002,10,0,17.37
2023-02-18,P0009,S002,105,0,60.7
2023-02-18,P0010,S002,85,1,67.95
2023-02-18,P0011,S002,104,0,97.29
2023-02-18,P0012,S002,62,1,51.59
2023-02-18,P0013,S002,87,0,21.39
2023-02-18,P0014,S002,61,0,104.92
2023-02-18,P0015,S002,172,0,81.66
2023-02-18,P0016,S002,120,0,90.76
2023-02-18,P0017,S002,21,0,14.23
2023-02-18,P0018,S002,167,1,32.67
2023-02-18,P0019,S002,73,0,81.02
2023-02-18,P0020,S002,41,0,114.08
2023-02-18,P0001,S003,37,0,13.59
2023-02-18,P0002,S003,55,0,45.78
2023-02-18,P0003,S003,31,1,66.7
2023-02-18,P0004,S003,89,0,22.41
2023-02-18,P0005,S003,39,0,18.42
2023-02-18,P0006,S003,62,0,33.14
2023-02-18,P0007,S003,59,1,10.64
2023-02-18,P0008,S003,68,0,99.92
2023-02-18,P0009,S003,98,0,54.29
2023-02-18,P0010,S003,60,1,25.7
2023-02-18,P0011,S003,65,0,111.19
2023-02-18,P0012,S003,33,1,75.17
2023-02-18,P0013,S003,100,0,77.15
2023-02-18,P0014,S003,64,0,80.25
2023-02-18,P0015,S003,46,0,85.62
2023-02-18,P0016,S003,50,0,76.62
2023-02-18,P0017,S003,25,0,100.17
2023-02-18,P0018,S003,72,1,120.01
2023-02-18,P0019,S003,43,0,47.45
2023-02-18,P0020,S003,129,0,78.52
2023-02-18,P0001,S004,119,0,12.49
2023-02-18,P0002,S004,77,0,17.87
2023-02-18,P0003,S004,37,1,101.84
2023-02-18,P0004,S004,36,0,40.41
2023-02-18,P0005,S004,112,0,77.1
2023-02-18,P0006,S004,99,0,38.63
2023-02-18,P0007,S004,77,1,23.93
2023-02-18,P0008,S004,37,0,85.45
2023-02-18,P0009,S004,144,0,120.59
2023-02-18,P0010,S004,132,1,27.32
2023-02-18,P0011,S004,104,0,58.27
2023-02-18,P0012,S004,119,1,111.97
2023-02-18,P0013,S004,59,0,16.95
2023-02-18,P0014,S004,52,0,138.81
2023-02-18,P0015,S004,34,0,87.38
2023-02-18,P0016,S004,21,0,86.05
2023-02-18,P0017,S004,128,0,113.73
2023-02-18,P0018,S004,51,1,116.64
2023-02-18,P0019,S004,123,0,62.19
2023-02-18,P0020,S004,51,0,120.0
2023-02-18,P0001,S005,108,0,11.76
2023-02-18,P0002,S005,47,0,34.85
2023-02-18,P0003,S005,60,1,24.01
2023-02-18,P0004,S005,109,0,7.59
2023-02-18,P0005,S005,31,0,11.43
2023-02-18,P0006,S005,66,0,53.26
2023-02-18,P0007,S005,124,1,75.23
2023-02-18,P0008,S005,95,0,58.98
2023-02-18,P0009,S005,108,0,104.13
2023-02-18,P0010,S005,104,1,51.86
2023-02-18,P0011,S005,50,0,68.43
2023-02-18,P0012,S005,49,1,98.93
2023-02-18,P0013,S005,36,0,53.38
2023-02-18,P0014,S005,42,0,153.98
2023-02-18,P0015,S005,30,0,38.82
2023-02-18,P0016,S005,34,0,27.93
2023-02-18,P0017,S005,24,0,27.3
2023-02-18,P0018,S005,129,1,19.14
2023-02-18,P0019,S005,21,0,101.27
2023-02-18,P0020,S005,61,0,28.89
